Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier
ORD1925,CUST245,Fashion,Credit Card,842.83,50,2,9,3.0,No,Tier 2
ORD1926,CUST146,Beauty,upi,1882.25,15,3,4,5.0,Yes,Tier 3
ORD1927,CUST332,Electronics,Cash on Delivery,2661.9,30,4,4,4.0,Yes,Tier 1
ORD1928,CUST148,Home & Kitchen,Cash on Delivery,1563.5,15,5,5,3.0,No,Tier 2
ORD1929,CUST113,Books,Credit Card,836.96,5,5,4,5.0,No,Tier 2
ORD1930,CUST242,Beauty,Debit Card,1880.93,5,6,10,1.0,No,Tier 1
ORD1931,CUST258,Home & Kitchen,UPI,473.29,10,7,7,3.0,Yes,Tier 2
ORD1932,CUST100,Fashion,Cash on Delivery,,20,7,8,4.0,Yes,Tier 3
ORD1933,CUST216,Home & Kitchen,upi,1149.4,5,7,7,4.0,No,Tier 1
ORD1934,CUST153,Beauty,upi,1227.96,10,5,6,1.0,No,Tier 2
ORD1935,CUST217,Home & Kitchen,Debit Card,226.87,5,6,7,3.0,No,Tier 2
ORD1936,CUST102,Electronics,Cash on Delivery,3683.0,20,7,8,4.0,No,Tier 1
ORD1937,CUST243,Beauty,Credit Card,1631.35,10,7,8,4.0,No,Tier 1
ORD1938,CUST314,Home & Kitchen,upi,1021.51,0,2,4,4.0,Yes,Tier 3
ORD1939,CUST284,Home & Kitchen,Debit Card,3445.96,0,2,1,3.0,No,Tier 1
ORD1940,CUST302,Electronics,Cash on Delivery,893.85,0,2,2,2.0,No,Tier 1
ORD1941,CUST111,Home & Kitchen,Cash on Delivery,4920.85,10,3,3,3.0,No,Tier 1
ORD1942,CUST173,Fashion,Cash on Delivery,1061.63,0,7,14,2.0,No,Tier 2
ORD1943,CUST323,Home & Kitchen,Cash on Delivery,345.63,0,3,3,5.0,No,Tier 2
ORD1944,CUST115,Electronics,Cash on Delivery,1936.79,30,6,7,4.0,Yes,Tier 2
ORD1945,CUST299,Home & Kitchen,upi,1563.19,30,5,6,3.0,No,Tier 1
ORD1946,CUST201,Beauty,Debit Card,1979.3,10,7,7,4.0,No,Tier 3
ORD1947,CUST303,Electronics,Cash on Delivery,3830.0,50,5,5,4.0,No,Tier 1
ORD1948,CUST251,Beauty,UPI,,0,2,2,3.0,No,Tier 1
ORD1949,CUST255,Fashion,UPI,1334.05,15,7,7,5.0,No,Tier 2
ORD1950,CUST216,Beauty,Debit Card,2536.49,15,4,4,5.0,No,Tier 1
ORD1951,CUST107,Books,Credit Card,1542.26,10,3,2,4.0,No,Tier 3
ORD1952,CUST221,Home & Kitchen,Credit Card,829.34,5,3,5,1.0,Yes,Tier 3
ORD1953,CUST191,Home & Kitchen,Credit Card,2801.87,10,7,11,4.0,No,Tier 1
ORD1954,CUST263,Beauty,UPI,501.08,10,2,2,4.0,Yes,Tier 3
ORD1955,CUST189,Fashion,Credit Card,1704.81,15,3,3,2.0,No,Tier 2
ORD1956,CUST235,Fashion,upi,2760.05,0,2,1,3.0,No,Tier 3
ORD1957,CUST285,Home & Kitchen,Cash on Delivery,1777.07,0,6,7,5.0,No,Tier 1
ORD1958,CUST159,Books,UPI,1633.92,0,5,7,1.0,No,Tier 2
ORD1959,CUST277,Books,Debit Card,1876.28,5,4,3,4.0,No,Tier 1
ORD1960,CUST127,Books,Debit Card,950.71,10,5,5,4.0,Yes,Tier 3
ORD1961,CUST319,Fashion,Cash on Delivery,2687.39,0,5,6,3.0,No,Tier 1
ORD1962,CUST200,Books,UPI,472.94,30,6,7,1.0,Yes,Tier 2
ORD1963,CUST140,Electronics,Credit Card,363.51,5,3,2,5.0,No,Tier 1
ORD1964,CUST327,Fashion,Credit Card,603.42,0,4,5,3.0,No,Tier 1
ORD1965,CUST291,Electronics,upi,1110.06,15,3,3,4.0,No,Tier 2
ORD1966,CUST254,Fashion,upi,1057.4,0,7,7,4.0,No,Tier 3
ORD1967,CUST345,Fashion,Credit Card,2261.76,15,5,6,4.0,Yes,Tier 2
ORD1968,CUST290,Fashion,Debit Card,822.16,15,7,9,,Yes,Tier 3
ORD1969,CUST244,Home & Kitchen,Debit Card,994.78,5,2,2,4.0,No,Tier 1
ORD1970,CUST300,Fashion,upi,216.15,0,5,9,3.0,No,Tier 2
ORD1971,CUST260,Fashion,Cash on Delivery,832.63,5,3,3,,Yes,Tier 2
ORD1972,CUST344,Electronics,Credit Card,1452.18,0,5,6,4.0,No,Tier 1
ORD1973,CUST311,Fashion,upi,218.76,0,2,2,3.0,No,Tier 2
ORD1974,CUST304,Electronics,upi,595.68,5,6,8,2.0,Yes,Tier 2
ORD1975,CUST319,Electronics,Credit Card,479.77,5,7,11,5.0,No,Tier 2
ORD1976,CUST339,Home & Kitchen,Credit Card,251.47,10,7,6,3.0,Yes,Tier 2
ORD1977,CUST256,Home & Kitchen,Debit Card,983.01,15,3,7,4.0,No,Tier 2
ORD1978,CUST240,Home & Kitchen,Cash on Delivery,440.67,10,5,7,4.0,No,Tier 1
ORD1979,CUST145,Fashion,Cash on Delivery,1830.8,0,3,4,2.0,No,Tier 1
ORD1980,CUST134,Fashion,Credit Card,2460.08,0,6,6,4.0,No,Tier 2
ORD1981,CUST233,Beauty,UPI,1146.49,30,5,7,1.0,Yes,Tier 1
ORD1982,CUST181,Fashion,upi,5001.51,10,5,7,3.0,No,Tier 1
ORD1983,CUST214,Fashion,upi,918.45,30,3,3,4.0,No,Tier 1
ORD1984,CUST296,Electronics,Credit Card,1064.3,5,3,7,3.0,Yes,Tier 2
ORD1985,CUST146,Fashion,UPI,5635.83,15,2,1,4.0,No,Tier 1
ORD1986,CUST252,Fashion,Debit Card,516.05,10,6,5,5.0,No,Tier 2
ORD1987,CUST293,Fashion,Credit Card,3628.12,5,2,2,4.0,No,Tier 2
ORD1988,CUST109,Home & Kitchen,Credit Card,252.54,10,7,7,1.0,No,Tier 1
ORD1989,CUST155,Fashion,upi,909.55,10,5,6,2.0,No,Tier 2
ORD1990,CUST129,Home & Kitchen,Credit Card,287.09,5,3,2,4.0,No,Tier 2
ORD1991,CUST341,Books,Credit Card,1767.8,5,5,9,5.0,No,Tier 2
ORD1992,CUST208,Books,Credit Card,1325.04,20,5,4,5.0,No,Tier 2
ORD1993,CUST104,Home & Kitchen,upi,1671.6,30,4,3,5.0,No,Tier 1
ORD1994,CUST218,Beauty,Debit Card,763.01,5,7,6,3.0,No,Tier 2
ORD1995,CUST347,Electronics,Debit Card,753.46,5,4,4,3.0,No,Tier 1
ORD1996,CUST132,Electronics,Credit Card,255.65,0,5,9,4.0,No,Tier 3
ORD1997,CUST217,Electronics,upi,716.84,15,3,4,2.0,No,Tier 3
ORD1998,CUST164,Home & Kitchen,Debit Card,3378.97,5,5,7,1.0,No,Tier 2
ORD1999,CUST245,Beauty,Debit Card,772.15,50,7,6,5.0,No,Tier 1
ORD1000,CUST202,Beauty,Credit Card,918.71,20,3,3,4.0,No,Tier 1
ORD1001,CUST279,Electronics,Cash on Delivery,3381.32,20,6,6,4.0,No,Tier 1
ORD1002,CUST192,Home & Kitchen,Debit Card,416.68,5,7,8,4.0,Yes,Tier 1
ORD1003,CUST114,Fashion,Debit Card,792.9,15,7,6,1.0,No,Tier 1
ORD1004,CUST206,Beauty,Cash on Delivery,1770.58,0,5,7,4.0,No,Tier 1
ORD1005,CUST171,Books,upi,2767.12,0,7,6,4.0,No,Tier 1
ORD1006,CUST288,Books,upi,1533.83,0,4,4,4.0,No,Tier 2
ORD1007,CUST120,Fashion,Debit Card,558.37,10,6,8,4.0,No,Tier 3
ORD1008,CUST202,Fashion,UPI,1547.27,10,3,3,2.0,No,Tier 1
ORD1009,CUST221,Fashion,upi,,10,7,7,4.0,Yes,Tier 2
ORD1010,CUST310,Electronics,Cash on Delivery,1720.85,10,6,6,2.0,No,Tier 2
ORD1011,CUST314,Beauty,upi,3895.8,5,7,9,5.0,No,Tier 1
ORD1012,CUST174,Books,Cash on Delivery,1733.55,15,2,2,4.0,No,Tier 3
ORD1013,CUST302,Beauty,Debit Card,2584.28,20,3,5,2.0,No,Tier 2
ORD1014,CUST187,Beauty,upi,202.53,0,2,1,,No,Tier 1
